FIPS,FI Rate,Low Threshold Type,High Threshold Type,Cost Per Meal,Year,Rent
22085,0.197,,,3.32,2023,
22087,0.158,,,3.58,2021,
22087,0.184,,,3.97,2022,
22087,0.194,,,3.51,2023,
22089,0.094,,,3.87,2021,
22089,0.124,,,4.3,2022,
22089,0.134,,,3.82,2023,
22091,0.181,,,3.71,2021,
22091,0.205,,,4.12,2022,
22091,0.238,,,3.63,2023,
22093,0.093,,,3.84,2021,
22093,0.113,,,4.34,2022,
22093,0.124,,,3.59,2023,
22095,0.102,,,3.59,2021,
22095,0.126,,,4.1,2022,
22095,0.138,,,3.65,2023,
22097,0.15,,,3.3,2021,
22097,0.182,,,3.87,2022,
22097,0.187,,,3.45,2023,
22099,0.122,,,3.41,2021,
22099,0.154,,,3.78,2022,
22099,0.162,,,3.37,2023,
22101,0.154,,,3.35,2021,
22101,0.179,,,3.71,2022,
22101,0.189,,,3.28,2023,
22103,0.11,,,3.84,2021,
22103,0.141,,,4.25,2022,
22103,0.148,,,3.75,2023,
22105,0.149,,,3.64,2021,
22105,0.17,,,4.04,2022,
22105,0.183,,,3.56,2023,
22107,0.174,,,3.3,2021,
22107,0.21,,,3.71,2022,
22107,0.225,,,3.49,2023,
22109,0.139,,,3.73,2021,
22109,0.16,,,4.13,2022,
22109,0.167,,,3.6,2023,
22111,0.146,,,3.4,2021,
22111,0.189,,,3.79,2022,
22111,0.204,,,3.41,2023,
22113,0.139,,,3.31,2021,
22113,0.173,,,3.69,2022,
22113,0.178,,,3.34,2023,
22115,0.156,,,3.56,2021,
22115,0.189,,,3.93,2022,
22115,0.202,,,3.46,2023,
22117,0.169,,,3.53,2021,
22117,0.194,,,3.92,2022,
22117,0.207,,,3.5,2023,
22119,0.158,,,3.28,2021,
22119,0.19,,,3.66,2022,
22119,0.204,,,3.29,2023,
22121,0.1,,,3.51,2021,
22121,0.129,,,3.99,2022,
22121,0.147,,,3.69,2023,
22123,0.151,,,3.17,2021,
22123,0.181,,,3.49,2022,
22123,0.179,,,3.13,2023,
22125,0.089,,,3.5,2021,
22125,0.122,,,3.89,2022,
22125,0.121,,,3.56,2023,
22127,0.141,,,3.48,2021,
22127,0.173,,,4.05,2022,
22127,0.189,,,3.65,2023,
23001,0.115,,,3.98,2021,
23001,0.138,,,4.32,2022,
23001,0.15,,,3.86,2023,
23003,0.134,,,3.79,2021,
23003,0.162,,,4.14,2022,
23003,0.167,,,3.68,2023,
23005,0.082,,,4.37,2021,
23005,0.106,,,4.75,2022,
23005,0.116,,,4.2,2023,
23007,0.107,,,3.9,2021,
23007,0.136,,,4.24,2022,
23007,0.145,,,3.77,2023,
23009,0.097,,,4.26,2021,
23009,0.127,,,4.64,2022,
23009,0.131,,,4.17,2023,
23011,0.109,,,4.02,2021,
23011,0.136,,,4.37,2022,
23011,0.145,,,3.89,2023,
23013,0.089,,,4.3,2021,
23013,0.119,,,4.69,2022,
23013,0.123,,,4.18,2023,
23015,0.098,,,4.39,2021,
23015,0.118,,,4.78,2022,
23015,0.125,,,4.27,2023,
23017,0.12,,,3.82,2021,
23017,0.146,,,4.18,2022,
23017,0.153,,,3.74,2023,
23019,0.117,,,3.98,2021,
23019,0.143,,,4.33,2022,
23019,0.153,,,3.84,2023,
23021,0.141,,,3.98,2021,
23021,0.162,,,4.33,2022,
23021,0.173,,,3.84,2023,
23023,0.088,,,4.51,2021,
23023,0.117,,,4.89,2022,
23023,0.129,,,4.39,2023,
23025,0.143,,,3.68,2021,
23025,0.162,,,4.01,2022,
23025,0.165,,,3.59,2023,
23027,0.109,,,4.28,2021,
23027,0.139,,,4.68,2022,
23027,0.144,,,4.2,2023,
23029,0.151,,,3.83,2021,
23029,0.171,,,4.18,2022,
23029,0.181,,,3.71,2023,
23031,0.089,,,4.16,2021,
23031,0.116,,,4.55,2022,
23031,0.123,,,4.07,2023,
24001,0.148,,,3.58,2021,
24001,0.173,,,4.0,2022,
24001,0.186,,,3.55,2023,
24003,0.081,,,4.06,2021,
24003,0.105,,,4.45,2022,
24003,0.112,,,3.89,2023,
24005,0.096,,,3.91,2021,
24005,0.121,,,4.29,2022,
24005,0.133,,,3.8,2023,
24009,0.072,,,4.18,2021,
24009,0.095,,,4.62,2022,
24009,0.099,,,4.18,2023,
24011,0.115,,,3.39,2021,
24011,0.145,,,3.79,2022,
24011,0.152,,,3.41,2023,
24013,0.088,,,3.96,2021,
24013,0.114,,,4.36,2022,
24013,0.115,,,3.92,2023,
24015,0.11,,,3.6,2021,
24015,0.137,,,4.03,2022,
24015,0.143,,,3.6,2023,
24017,0.061,,,3.84,2021,
24017,0.079,,,4.21,2022,
24017,0.1,,,3.71,2023,
24019,0.126,,,3.37,2021,
24019,0.153,,,3.81,2022,
24019,0.168,,,3.41,2023,
24021,0.088,,,4.01,2021,
24021,0.111,,,4.36,2022,
24021,0.116,,,3.9,2023,
24023,0.124,,,3.31,2021,
24023,0.155,,,3.77,2022,
24023,0.157,,,3.49,2023,
24025,0.086,,,4.01,2021,
24025,0.112,,,4.41,2022,
24025,0.118,,,3.9,2023,
24027,0.075,,,4.36,2021,
24027,0.097,,,4.78,2022,
24027,0.105,,,4.27,2023,
24029,0.12,,,4.25,2021,
24029,0.138,,,4.67,2022,
24029,0.146,,,4.12,2023,
24031,0.089,,,4.52,2021,
24031,0.111,,,5.0,2022,
24031,0.121,,,4.45,2023,
24033,0.074,,,4.06,2021,
24033,0.093,,,4.49,2022,
24033,0.121,,,3.95,2023,
24035,0.09,,,4.25,2021,
24035,0.115,,,4.67,2022,
24035,0.119,,,4.12,2023,
24037,0.094,,,3.86,2021,
24037,0.118,,,4.28,2022,
24037,0.125,,,3.78,2023,
24039,0.138,,,3.48,2021,
24039,0.161,,,3.82,2022,
24039,0.178,,,3.37,2023,
24041,0.107,,,4.26,2021,
24041,0.139,,,4.65,2022,
24041,0.148,,,4.16,2023,
24043,0.13,,,3.7,2021,
24043,0.151,,,4.08,2022,
24043,0.158,,,3.56,2023,
24045,0.121,,,3.54,2021,
24045,0.139,,,3.91,2022,
24045,0.152,,,3.43,2023,
24047,0.124,,,3.78,2021,
24047,0.139,,,4.21,2022,
24047,0.143,,,3.78,2023,
24510,0.14,,,4.43,2021,
24510,0.155,,,4.86,2022,
24510,0.184,,,4.28,2023,
25001,0.069,,,4.74,2021,
25001,0.091,,,5.15,2022,
25001,0.102,,,4.63,2023,
25003,0.089,,,4.35,2021,
25003,0.112,,,4.75,2022,
25003,0.123,,,4.24,2023,
25005,0.091,,,3.93,2021,
25005,0.114,,,4.29,2022,
25005,0.128,,,3.82,2023,
25007,0.07,,,5.1,2021,
25007,0.087,,,5.66,2022,
25007,0.094,,,5.16,2023,
25009,0.077,,,4.19,2021,
25009,0.101,,,4.62,2022,
25009,0.111,,,4.1,2023,
25011,0.087,,,4.21,2021,
25011,0.116,,,4.6,2022,
25011,0.127,,,4.12,2023,
25013,0.109,,,4.04,2021,
25013,0.133,,,4.43,2022,
25013,0.146,,,3.9,2023,
25015,0.067,,,4.56,2021,
25015,0.093,,,5.02,2022,
25015,0.105,,,4.48,2023,
25017,0.061,,,4.47,2021,
25017,0.083,,,4.92,2022,
25017,0.095,,,4.38,2023,
25019,0.062,,,5.1,2021,
25019,0.08,,,5.66,2022,
25019,0.08,,,5.16,2023,
25021,0.055,,,4.6,2021,
25021,0.076,,,5.0,2022,
25021,0.088,,,4.46,2023,
25023,0.056,,,4.37,2021,
25023,0.076,,,4.77,2022,
25023,0.09,,,4.21,2023,
25025,0.101,,,4.49,2021,
25025,0.122,,,4.93,2022,
25025,0.142,,,4.4,2023,
25027,0.077,,,4.11,2021,
25027,0.101,,,4.5,2022,
25027,0.114,,,4.01,2023,
26001,0.149,,,3.39,2021,
26001,0.181,,,3.8,2022,
26001,0.181,,,3.37,2023,
26003,0.134,,,3.85,2021,
26003,0.156,,,4.25,2022,
26003,0.165,,,3.82,2023,
26005,0.087,,,3.64,2021,
26005,0.121,,,3.99,2022,
26005,0.127,,,3.61,2023,
26007,0.14,,,3.39,2021,
26007,0.176,,,3.81,2022,
26007,0.187,,,3.41,2023,
26009,0.115,,,3.94,2021,
26009,0.14,,,4.32,2022,
26009,0.147,,,3.87,2023,
26011,0.144,,,3.26,2021,
26011,0.173,,,3.62,2022,
26011,0.174,,,3.25,2023,
26013,0.138,,,3.67,2021,
26013,0.166,,,4.04,2022,
26013,0.182,,,3.67,2023,
26015,0.093,,,3.44,2021,
26015,0.125,,,3.83,2022,
26015,0.13,,,3.46,2023,
26017,0.131,,,3.41,2021,
26017,0.162,,,3.72,2022,
26017,0.167,,,3.32,2023,
26019,0.109,,,3.57,2021,
26019,0.141,,,3.96,2022,
26019,0.147,,,3.56,2023,
26021,0.122,,,3.6,2021,
26021,0.149,,,3.98,2022,
26021,0.16,,,3.57,2023,
26023,0.115,,,3.29,2021,
26023,0.153,,,3.71,2022,
26023,0.163,,,3.4,2023,
26025,0.13,,,3.49,2021,
26025,0.151,,,3.86,2022,
26025,0.16,,,3.42,2023,
26027,0.112,,,3.64,2021,
26027,0.146,,,4.04,2022,
26027,0.156,,,3.64,2023,
26029,0.107,,,4.26,2021,
26029,0.133,,,4.65,2022,
26029,0.139,,,4.16,2023,
26031,0.137,,,3.51,2021,
26031,0.17,,,3.95,2022,
26031,0.178,,,3.5,2023,
26033,0.147,,,3.47,2021,
26033,0.174,,,3.85,2022,
26033,0.179,,,3.47,2023,
26035,0.183,,,3.65,2021,
26035,0.206,,,4.08,2022,
26035,0.209,,,3.66,2023,
26037,0.087,,,3.54,2021,
26037,0.122,,,3.95,2022,
26037,0.127,,,3.56,2023,
26039,0.146,,,3.32,2021,
26039,0.177,,,3.77,2022,
26039,0.188,,,3.34,2023,
26041,0.131,,,3.53,2021,
26041,0.163,,,3.91,2022,
26041,0.171,,,3.51,2023,
26043,0.108,,,3.55,2021,
26043,0.14,,,3.94,2022,
26043,0.148,,,3.63,2023,
26045,0.102,,,3.47,2021,
26045,0.128,,,3.88,2022,
26045,0.139,,,3.48,2023,
26047,0.105,,,3.85,2021,
26047,0.137,,,4.24,2022,
26047,0.149,,,3.83,2023,
26049,0.139,,,3.48,2021,
26049,0.16,,,3.85,2022,
26049,0.174,,,3.44,2023,
26051,0.143,,,3.82,2021,
26051,0.168,,,4.17,2022,
26051,0.17,,,3.71,2023,
26053,0.126,,,3.73,2021,
26053,0.16,,,4.21,2022,
26053,0.173,,,4.07,2023,
26055,0.107,,,3.78,2021,
26055,0.134,,,4.14,2022,
26055,0.135,,,3.69,2023,
26057,0.127,,,3.25,2021,
26057,0.153,,,3.66,2022,
26057,0.161,,,3.27,2023,
26059,0.128,,,3.2,2021,
26059,0.156,,,3.63,2022,
26059,0.164,,,3.32,2023,
26061,0.12,,,3.67,2021,
26061,0.15,,,4.04,2022,
26061,0.153,,,3.67,2023,
26063,0.118,,,3.21,2021,
26063,0.147,,,3.63,2022,
26063,0.156,,,3.24,2023,
26065,0.124,,,3.74,2021,
26065,0.149,,,4.13,2022,
26065,0.161,,,3.66,2023,
26067,0.1,,,3.35,2021,
26067,0.133,,,3.74,2022,
26067,0.146,,,3.33,2023,
26069,0.142,,,3.39,2021,
26069,0.178,,,3.8,2022,
26069,0.189,,,3.37,2023,
26071,0.14,,,3.55,2021,
26071,0.172,,,3.94,2022,
26071,0.186,,,3.63,2023,
26073,0.142,,,3.46,2021,
26073,0.176,,,3.78,2022,
26073,0.188,,,3.37,2023,
26075,0.114,,,3.39,2021,
26075,0.143,,,3.79,2022,
26075,0.152,,,3.39,2023,
26077,0.111,,,3.62,2021,
26077,0.135,,,3.98,2022,
26077,0.148,,,3.54,2023,
26079,0.142,,,3.94,2021,
26079,0.166,,,4.32,2022,
26079,0.168,,,3.87,2023,
26081,0.094,,,3.72,2021,
26081,0.124,,,4.1,2022,
26081,0.135,,,3.68,2023,
26083,0.1,,,3.67,2021,
26083,0.128,,,4.04,2022,
26083,0.142,,,3.67,2023,
26085,0.171,,,3.2,2021,
26085,0.198,,,3.81,2022,
26085,0.211,,,3.57,2023,
26087,0.106,,,3.42,2021,
26087,0.134,,,3.83,2022,
26087,0.14,,,3.47,2023,
26089,0.086,,,7.89,2021,
26089,0.118,,,6.67,2022,
26089,0.123,,,5.49,2023,
26091,0.108,,,3.46,2021,
26091,0.138,,,3.88,2022,
26091,0.149,,,3.49,2023,
26093,0.076,,,3.78,2021,
26093,0.101,,,4.22,2022,
26093,0.107,,,3.8,2023,
26095,0.148,,,3.47,2021,
26095,0.185,,,3.85,2022,
26095,0.193,,,3.47,2023,
26097,0.154,,,3.51,2021,
26097,0.187,,,3.95,2022,
26097,0.2,,,3.5,2023,
26099,0.105,,,3.57,2021,
26099,0.126,,,3.99,2022,
26099,0.137,,,3.59,2023,
26101,0.122,,,3.57,2021,
26101,0.153,,,3.96,2022,
26101,0.162,,,3.56,2023,
26103,0.122,,,3.85,2021,
26103,0.15,,,4.25,2022,
26103,0.16,,,3.82,2023,
26105,0.134,,,3.46,2021,
26105,0.159,,,3.85,2022,
26105,0.169,,,3.44,2023,
26107,0.137,,,3.36,2021,
26107,0.166,,,3.68,2022,
26107,0.176,,,3.31,2023,
26109,0.112,,,3.46,2021,
26109,0.145,,,4.01,2022,
26109,0.156,,,3.65,2023,
26111,0.108,,,3.55,2021,
26111,0.137,,,3.93,2022,
26111,0.146,,,3.5,2023,
26113,0.122,,,3.36,2021,
26113,0.153,,,3.73,2022,
26113,0.156,,,3.33,2023,
26115,0.113,,,3.46,2021,
26115,0.14,,,3.88,2022,
26115,0.148,,,3.5,2023,
26117,0.121,,,3.3,2021,
26117,0.147,,,3.71,2022,
26117,0.152,,,3.35,2023,
26119,0.167,,,3.47,2021,
26119,0.202,,,3.9,2022,
26119,0.204,,,3.48,2023,
26121,0.118,,,3.43,2021,
26121,0.141,,,3.8,2022,
26121,0.152,,,3.37,2023,
26123,0.131,,,3.26,2021,
26123,0.162,,,3.68,2022,
26123,0.163,,,3.28,2023,
26125,0.086,,,3.87,2021,
26125,0.11,,,4.28,2022,
26125,0.122,,,3.84,2023,
26127,0.124,,,3.35,2021,
26127,0.164,,,3.95,2022,
26127,0.167,,,3.82,2023,
26129,0.16,,,3.26,2021,
26129,0.188,,,3.62,2022,
26129,0.192,,,3.25,2023,
26131,0.137,,,3.67,2021,
26131,0.173,,,4.04,2022,
26131,0.176,,,3.67,2023,
26133,0.131,,,3.2,2021,
26133,0.167,,,3.81,2022,
26133,0.172,,,3.57,2023,
26135,0.151,,,3.26,2021,
26135,0.183,,,3.62,2022,
26135,0.193,,,3.25,2023,
26137,0.127,,,3.47,2021,
26137,0.151,,,3.9,2022,
26137,0.153,,,3.48,2023,
26139,0.077,,,3.69,2021,
26139,0.109,,,4.12,2022,
26139,0.118,,,3.68,2023,
26141,0.137,,,3.39,2021,
26141,0.167,,,3.81,2022,
26141,0.17,,,3.41,2023,
26143,0.171,,,3.32,2021,
26143,0.196,,,3.77,2022,
26143,0.197,,,3.34,2023,
26145,0.136,,,3.41,2021,
26145,0.165,,,3.78,2022,
26145,0.178,,,3.38,2023,
26147,0.12,,,3.49,2021,
26147,0.144,,,3.81,2022,
26147,0.149,,,3.41,2023,
26149,0.119,,,3.27,2021,
26149,0.153,,,3.67,2022,
26149,0.157,,,3.3,2023,
26151,0.136,,,3.14,2021,
26151,0.166,,,3.54,2022,
26151,0.166,,,3.17,2023,
26153,0.148,,,3.53,2021,
26153,0.185,,,3.91,2022,
26153,0.182,,,3.51,2023,
26155,0.119,,,3.32,2021,
26155,0.147,,,3.73,2022,
26155,0.156,,,3.34,2023,
26157,0.131,,,3.23,2021,
26157,0.157,,,3.62,2022,
26157,0.165,,,3.3,2023,
26159,0.117,,,3.41,2021,
26159,0.15,,,3.84,2022,
26159,0.154,,,3.41,2023,
26161,0.096,,,4.05,2021,
26161,0.125,,,4.46,2022,
26161,0.14,,,3.97,2023,
26163,0.138,,,3.6,2021,
26163,0.154,,,4.0,2022,
26163,0.176,,,3.58,2023,
26165,0.126,,,3.36,2021,
26165,0.158,,,3.73,2022,
26165,0.164,,,3.33,2023,
27001,0.096,,,3.94,2021,
27001,0.13,,,4.37,2022,
27001,0.136,,,3.8,2023,
27003,0.043,,,3.95,2021,
27003,0.072,,,4.4,2022,
27003,0.084,,,3.83,2023,
27005,0.076,,,3.74,2021,
27005,0.107,,,4.17,2022,
27005,0.116,,,3.67,2023,
27007,0.099,,,3.55,2021,
27007,0.129,,,3.99,2022,
27007,0.137,,,3.51,2023,
27009,0.073,,,4.07,2021,
27009,0.1,,,4.6,2022,
27009,0.114,,,4.11,2023,
27011,0.085,,,3.56,2021,
27011,0.108,,,3.93,2022,
27011,0.118,,,3.5,2023,
27013,0.074,,,3.94,2021,
27013,0.106,,,4.36,2022,
27013,0.117,,,3.84,2023,
27015,0.057,,,3.64,2021,
27015,0.089,,,4.07,2022,
27015,0.097,,,3.68,2023,
27017,0.083,,,3.58,2021,
27017,0.115,,,4.0,2022,
27017,0.12,,,3.56,2023,
27019,0.031,,,4.66,2021,
27019,0.06,,,5.19,2022,
27019,0.072,,,4.69,2023,
27021,0.084,,,3.77,2021,
27021,0.115,,,4.37,2022,
27021,0.125,,,4.04,2023,
27023,0.08,,,3.67,2021,
27023,0.113,,,4.1,2022,
27023,0.128,,,3.61,2023,
27025,0.051,,,4.61,2021,
27025,0.079,,,5.08,2022,
27025,0.087,,,4.91,2023,
27027,0.074,,,3.77,2021,
27027,0.108,,,4.23,2022,
27027,0.117,,,3.71,2023,
27029,0.101,,,3.55,2021,
27029,0.131,,,3.99,2022,
27029,0.138,,,3.51,2023,
27031,0.076,,,3.67,2021,
27031,0.1,,,4.04,2022,
27031,0.116,,,3.67,2023,
27033,0.076,,,3.33,2021,
27033,0.114,,,3.67,2022,
27033,0.124,,,3.23,2023,
27035,0.079,,,3.94,2021,
27035,0.108,,,4.37,2022,
27035,0.115,,,3.8,2023,
27037,0.041,,,4.18,2021,
27037,0.071,,,4.6,2022,
27037,0.084,,,4.01,2023,
27039,0.039,,,4.2,2021,
27039,0.07,,,4.67,2022,
27039,0.08,,,4.04,2023,
27041,0.062,,,3.74,2021,
27041,0.091,,,4.18,2022,
27041,0.099,,,3.67,2023,
27043,0.077,,,3.72,2021,
27043,0.107,,,4.06,2022,
27043,0.119,,,3.59,2023,
27045,0.06,,,4.06,2021,
27045,0.09,,,4.58,2022,
27045,0.098,,,4.27,2023,
27047,0.069,,,3.64,2021,
27047,0.1,,,4.06,2022,
27047,0.11,,,3.59,2023,
27049,0.059,,,3.8,2021,
27049,0.09,,,4.24,2022,
27049,0.101,,,3.79,2023,
27051,0.07,,,3.74,2021,
27051,0.104,,,4.18,2022,
27051,0.114,,,3.67,2023,
27053,0.061,,,4.53,2021,
27053,0.087,,,4.99,2022,
27053,0.103,,,4.44,2023,
27055,0.054,,,4.0,2021,
27055,0.084,,,4.45,2022,
27055,0.088,,,3.94,2023,
27057,0.077,,,3.5,2021,
27057,0.11,,,3.94,2022,
27057,0.116,,,3.47,2023,
27059,0.067,,,3.82,2021,
27059,0.095,,,4.25,2022,
27059,0.1,,,3.74,2023,
27061,0.086,,,3.58,2021,
27061,0.122,,,4.02,2022,
27061,0.133,,,3.54,2023,
27063,0.062,,,3.33,2021,
27063,0.095,,,3.67,2022,
27063,0.103,,,3.23,2023,
27065,0.08,,,3.54,2021,
27065,0.11,,,3.94,2022,
27065,0.119,,,3.51,2023,
27067,0.069,,,3.67,2021,
27067,0.1,,,4.1,2022,
27067,0.113,,,3.61,2023,
27069,0.062,,,3.71,2021,
27069,0.098,,,4.1,2022,
27069,0.102,,,3.55,2023,
27071,0.092,,,3.58,2021,
27071,0.123,,,4.02,2022,
27071,0.127,,,3.54,2023,
27073,0.063,,,3.59,2021,
27073,0.098,,,3.99,2022,
27073,0.102,,,3.55,2023,
27075,0.068,,,3.91,2021,
27075,0.11,,,4.25,2022,
27075,0.116,,,3.75,2023,
27077,0.077,,,3.55,2021,
27077,0.103,,,3.99,2022,
27077,0.101,,,3.51,2023,
27079,0.058,,,4.43,2021,
27079,0.087,,,4.68,2022,
27079,0.098,,,4.32,2023,
27081,0.068,,,3.59,2021,
27081,0.098,,,3.99,2022,
27081,0.106,,,3.55,2023,
27083,0.071,,,3.59,2021,
27083,0.106,,,3.99,2022,
27083,0.115,,,3.55,2023,
27085,0.061,,,3.69,2021,
27085,0.093,,,4.16,2022,
27085,0.103,,,3.71,2023,
27087,0.13,,,3.74,2021,
27087,0.157,,,4.17,2022,
27087,0.166,,,3.67,2023,
27089,0.062,,,3.71,2021,
27089,0.093,,,4.1,2022,
27089,0.102,,,3.55,2023,
27091,0.085,,,3.72,2021,
27091,0.117,,,4.36,2022,
27091,0.125,,,3.84,2023,
27093,0.059,,,3.52,2021,
27093,0.089,,,3.98,2022,
27093,0.101,,,3.52,2023,
27095,0.088,,,3.54,2021,
27095,0.119,,,3.94,2022,
27095,0.125,,,3.51,2023,
27097,0.075,,,3.56,2021,
27097,0.109,,,3.99,2022,
27097,0.116,,,3.53,2023,
27099,0.071,,,3.56,2021,
27099,0.102,,,3.9,2022,
27099,0.112,,,3.48,2023,
27101,0.054,,,3.33,2021,
27101,0.09,,,3.67,2022,
27101,0.1,,,3.23,2023,
27103,0.064,,,4.24,2021,
27103,0.095,,,4.72,2022,
27103,0.105,,,4.23,2023,
27105,0.066,,,3.33,2021,
27105,0.106,,,3.67,2022,
27105,0.119,,,3.23,2023,
27107,0.073,,,3.77,2021,
27107,0.101,,,4.23,2022,
27107,0.113,,,3.71,2023,
27109,0.05,,,3.96,2021,
27109,0.08,,,4.34,2022,
27109,0.093,,,3.83,2023,
27111,0.065,,,3.42,2021,
27111,0.098,,,3.85,2022,
27111,0.108,,,3.43,2023,
27113,0.075,,,3.42,2021,
27113,0.106,,,3.75,2022,
27113,0.119,,,3.48,2023,
27115,0.087,,,3.37,2021,
27115,0.117,,,3.79,2022,
27115,0.124,,,3.47,2023,
27117,0.076,,,3.67,2021,
27117,0.106,,,4.04,2022,
27117,0.11,,,3.59,2023,
27119,0.082,,,3.42,2021,
27119,0.111,,,3.75,2022,
27119,0.118,,,3.48,2023,
27121,0.062,,,3.74,2021,
27121,0.098,,,4.18,2022,
27121,0.105,,,3.67,2023,
27123,0.08,,,4.36,2021,
27123,0.105,,,4.81,2022,
27123,0.119,,,4.22,2023,
27125,0.071,,,3.42,2021,
27125,0.101,,,3.75,2022,
27125,0.103,,,3.48,2023,
27127,0.065,,,3.59,2021,
27127,0.096,,,3.99,2022,
27127,0.115,,,3.55,2023,
27129,0.067,,,3.67,2021,
27129,0.103,,,4.1,2022,
27129,0.115,,,3.61,2023,
27131,0.057,,,4.11,2021,
27131,0.086,,,4.53,2022,
27131,0.098,,,3.99,2023,
27133,0.056,,,3.75,2021,
27133,0.088,,,4.09,2022,
27133,0.098,,,3.63,2023,
27135,0.059,,,3.42,2021,
27135,0.095,,,3.75,2022,
27135,0.106,,,3.48,2023,
27137,0.085,,,3.91,2021,
27137,0.115,,,4.25,2022,
27137,0.125,,,3.75,2023,
27139,0.032,,,4.18,2021,
27139,0.062,,,4.59,2022,
27139,0.069,,,4.05,2023,
27141,0.041,,,4.05,2021,
27141,0.072,,,4.52,2022,
27141,0.078,,,4.01,2023,
27143,0.059,,,3.69,2021,
27143,0.096,,,4.16,2022,
27143,0.11,,,3.71,2023,
27145,0.073,,,3.73,2021,
27145,0.102,,,4.11,2022,
27145,0.113,,,3.62,2023,
27147,0.057,,,3.88,2021,
27147,0.088,,,4.3,2022,
27147,0.093,,,3.83,2023,
27149,0.068,,,3.74,2021,
27149,0.096,,,4.18,2022,
27149,0.107,,,3.67,2023,
27151,0.087,,,3.67,2021,
27151,0.113,,,4.1,2022,
27151,0.124,,,3.61,2023,
27153,0.081,,,3.68,2021,
27153,0.109,,,4.18,2022,
27153,0.114,,,3.77,2023,
27155,0.07,,,3.74,2021,
27155,0.098,,,4.18,2022,
27155,0.114,,,3.67,2023,
27157,0.055,,,3.43,2021,
27157,0.089,,,4.03,2022,
27157,0.099,,,4.28,2023,
27159,0.094,,,3.5,2021,
27159,0.12,,,3.94,2022,
27159,0.126,,,3.47,2023,
27161,0.061,,,3.88,2021,
27161,0.088,,,4.3,2022,
27161,0.1,,,3.83,2023,
27163,0.035,,,4.21,2021,
27163,0.065,,,4.67,2022,
27163,0.077,,,4.07,2023,
27165,0.072,,,3.64,2021,
27165,0.109,,,4.07,2022,
27165,0.115,,,3.68,2023,
27167,0.078,,,3.42,2021,
27167,0.111,,,3.85,2022,
27167,0.122,,,3.43,2023,
27169,0.065,,,3.87,2021,
27169,0.099,,,4.28,2022,
27169,0.108,,,3.79,2023,
27171,0.04,,,4.09,2021,
27171,0.068,,,4.61,2022,
27171,0.076,,,4.06,2023,
27173,0.064,,,3.59,2021,
27173,0.097,,,3.99,2022,
27173,0.101,,,3.55,2023,
28001,0.185,,,3.35,2021,
28001,0.195,,,3.77,2022,
28001,0.215,,,3.55,2023,
28003,0.179,,,3.41,2021,
28003,0.207,,,3.77,2022,
28003,0.212,,,3.43,2023,
28005,0.217,,,3.33,2021,
28005,0.224,,,3.73,2022,
28005,0.24,,,3.46,2023,
28007,0.184,,,3.14,2021,
28007,0.192,,,3.55,2022,
28007,0.191,,,3.14,2023,
28009,0.152,,,3.24,2021,
28009,0.185,,,3.58,2022,
28009,0.195,,,3.4,2023,
28011,0.197,,,3.54,2021,
28011,0.212,,,3.96,2022,
28011,0.244,,,3.59,2023,
28013,0.179,,,3.3,2021,
28013,0.199,,,3.71,2022,
28013,0.207,,,3.36,2023,
28015,0.148,,,3.56,2021,
28015,0.199,,,3.94,2022,
28015,0.207,,,3.5,2023,
28017,0.165,,,3.32,2021,
28017,0.205,,,3.73,2022,
28017,0.209,,,3.38,2023,
28019,0.165,,,3.65,2021,
28019,0.195,,,4.12,2022,
28019,0.189,,,3.79,2023,
28021,0.192,,,3.61,2021,
28021,0.19,,,4.04,2022,
28021,0.205,,,3.69,2023,
28023,0.171,,,3.52,2021,
28023,0.201,,,3.86,2022,
28023,0.205,,,3.42,2023,
28025,0.138,,,3.65,2021,
28025,0.162,,,4.12,2022,
28025,0.191,,,3.79,2023,
28027,0.211,,,3.45,2021,
28027,0.223,,,3.85,2022,
28027,0.249,,,3.41,2023,
28029,0.145,,,3.33,2021,
28029,0.177,,,3.73,2022,
28029,0.194,,,3.33,2023,
28031,0.163,,,3.31,2021,
28031,0.193,,,3.74,2022,
28031,0.182,,,3.35,2023,
28033,0.108,,,3.62,2021,
28033,0.134,,,4.07,2022,
28033,0.144,,,3.69,2023,
28035,0.18,,,3.43,2021,
28035,0.202,,,3.82,2022,
28035,0.21,,,3.68,2023,
28037,0.19,,,3.34,2021,
28037,0.22,,,3.74,2022,
28037,0.221,,,3.38,2023,
28039,0.192,,,3.28,2021,
28039,0.216,,,3.67,2022,
28039,0.21,,,3.36,2023,
28041,0.168,,,3.28,2021,
28041,0.21,,,3.67,2022,
28041,0.224,,,3.36,2023,
28043,0.163,,,3.39,2021,
28043,0.191,,,3.82,2022,
28043,0.214,,,3.45,2023,
28045,0.164,,,3.66,2021,
28045,0.182,,,4.07,2022,
28045,0.183,,,3.66,2023,
28047,0.169,,,3.62,2021,
28047,0.194,,,4.01,2022,
28047,0.201,,,3.54,2023,
28049,0.137,,,3.77,2021,
28049,0.161,,,4.19,2022,
28049,0.189,,,3.75,2023,
28051,0.248,,,3.43,2021,
28051,0.246,,,3.82,2022,
28051,0.288,,,3.44,2023,
28053,0.24,,,3.43,2021,
28053,0.234,,,3.82,2022,
28053,0.244,,,3.44,2023,
28055,0.229,,,3.52,2021,
28055,0.233,,,3.92,2022,
28055,0.237,,,3.54,2023,
