FIPS,FI Rate,Low Threshold Type,High Threshold Type,Cost Per Meal,Year,Rent
48329,,,,,2021,2867.0064856200247
48341,,,,,2021,1665.7715220294494
48347,,,,,2021,1845.7262343771336
48349,,,,,2021,1744.2805821085205
48353,,,,,2021,1359.0806738963367
48355,,,,,2021,2054.382469487852
48363,,,,,2021,2413.39808612754
48375,,,,,2021,1710.8734846044504
48381,,,,,2021,1710.8734846044504
48389,,,,,2021,2757.621980425915
48415,,,,,2021,1348.5144058654985
48423,,,,,2021,2138.7380144817207
48427,,,,,2021,1607.220483117404
48441,,,,,2021,1689.5891929738814
48449,,,,,2021,1964.0717037935656
48451,,,,,2021,2108.7053967703064
48453,,,,,2021,4447.406372296713
48463,,,,,2021,1833.2678095670149
48465,,,,,2021,1793.86415741257
48469,,,,,2021,1891.2743037398932
48471,,,,,2021,2445.3959114792897
48477,,,,,2021,3183.217292981369
48479,,,,,2021,1913.0699398388342
48481,,,,,2021,2254.146440440236
48485,,,,,2021,1418.6181482408729
48487,,,,,2021,1108.4885361273477
48489,,,,,2021,2329.9239416840464
48491,,,,,2021,4447.406372296713
48505,,,,,2021,1722.1632852230018
49005,,,,,2021,3858.958164067659
49007,,,,,2021,1939.1303473758107
49021,,,,,2021,3284.679658915309
49035,,,,,2021,4763.464232400865
49047,,,,,2021,2408.725518132149
49049,,,,,2021,4664.543627291254
49057,,,,,2021,4270.281173025444
50003,,,,,2021,3092.799836810783
50007,,,,,2021,3811.3520359158165
50021,,,,,2021,2542.8808761467403
50023,,,,,2021,3218.11045973558
51003,,,,,2021,3714.1897842798353
51041,,,,,2021,3021.9130293147523
51069,,,,,2021,3058.809498818174
51087,,,,,2021,3021.9130293147523
51089,,,,,2021,1030.9861712739998
51121,,,,,2021,2333.7659144681534
51161,,,,,2021,2211.142162859517
51195,,,,,2021,1068.618917332089
51540,,,,,2021,3714.1897842798353
51590,,,,,2021,1245.326962932637
51660,,,,,2021,2750.002946544565
51680,,,,,2021,2179.258370582425
51760,,,,,2021,3021.9130293147523
51770,,,,,2021,2211.142162859517
51790,,,,,2021,2588.709897172748
51810,,,,,2021,2898.7124094988776
51840,,,,,2021,3058.809498818174
53001,,,,,2021,2448.7596880451392
53005,,,,,2021,3699.8169348891242
53007,,,,,2021,4494.5675369006585
53009,,,,,2021,4118.510952306604
53015,,,,,2021,3669.209036054982
53025,,,,,2021,3000.95123103479
53027,,,,,2021,2961.284836583983
53029,,,,,2021,5651.521639667404
53033,,,,,2021,6405.237343362035
53035,,,,,2021,5187.509352292919
53037,,,,,2021,4317.317966359349
53041,,,,,2021,3619.0276794266324
53045,,,,,2021,3996.5495510356573
53057,,,,,2021,4908.289332517691
53063,,,,,2021,3655.93875084966
53067,,,,,2021,4546.454080164557
53071,,,,,2021,3409.883397485548
53073,,,,,2021,5212.832471621957
53075,,,,,2021,2861.869707362917
53077,,,,,2021,3003.334445040551
54011,,,,,2021,1313.0210903585987
54029,,,,,2021,1054.943000057202
54033,,,,,2021,1360.5485513745466
54039,,,,,2021,1175.6155326571236
54049,,,,,2021,1397.9472104401075
54053,,,,,2021,1246.5139861036002
54055,,,,,2021,1086.5077118468596
54061,,,,,2021,1904.8154503331928
54069,,,,,2021,1241.6520154120483
54081,,,,,2021,1102.6317139397256
54083,,,,,2021,1286.076361329293
54099,,,,,2021,1313.0210903585987
54107,,,,,2021,1358.012440987045
55009,,,,,2021,2451.3982922121418
55025,,,,,2021,3416.0984375292664
55027,,,,,2021,2563.8024419784956
55033,,,,,2021,2487.343999810094
55035,,,,,2021,2518.7653992754745
55043,,,,,2021,1797.5434991072188
55055,,,,,2021,2774.5482791331615
55063,,,,,2021,2538.9537202244774
55071,,,,,2021,1816.1627951779017
55073,,,,,2021,1971.0121003542151
55075,,,,,2021,1510.01649093865
55079,,,,,2021,2918.8381593406957
55087,,,,,2021,2471.911967852745
55097,,,,,2021,2394.0942845952795
55101,,,,,2021,2338.9994197230694
55105,,,,,2021,2109.1323240668357
55111,,,,,2021,2752.973182794145
55115,,,,,2021,1992.933547297988
55117,,,,,2021,2289.7907961982864
55127,,,,,2021,3172.794268314974
55133,,,,,2021,3416.0984375292664
55139,,,,,2021,2355.7978520786173
55141,,,,,2021,1657.561909808248
56001,,,,,2021,2916.605416917537
56005,,,,,2021,2795.697863656525
56013,,,,,2021,2386.1516909551083
56021,,,,,2021,3399.7388748540934
56025,,,,,2021,2409.84183062371
56033,,,,,2021,3493.050264920306
56037,,,,,2021,2398.706290532176
56039,,,,,2021,10166.32747179971
56041,,,,,2021,2424.464553001362
1003,,,,,2022,3626.7764338420093
1015,,,,,2022,1574.4702478865584
1031,,,,,2022,1550.6995125629107
1043,,,,,2022,2386.5071702781834
1045,,,,,2022,1417.83545238004
1047,,,,,2022,897.7232980910428
1055,,,,,2022,1637.027562365318
1069,,,,,2022,1687.3042249238756
1071,,,,,2022,1676.1668060744792
1073,,,,,2022,2498.2416347032204
1077,,,,,2022,1849.9708887812726
1081,,,,,2022,2962.0367192322014
1089,,,,,2022,3034.5073461775187
1095,,,,,2022,2192.5282140499344
1097,,,,,2022,1797.5070029751953
1101,,,,,2022,1862.5751143683915
1103,,,,,2022,2103.8631531921033
1109,,,,,2022,1587.0091925337088
1117,,,,,2022,2498.2416347032204
1121,,,,,2022,1678.0492604635813
1125,,,,,2022,2063.014116732691
2020,,,,,2022,3712.567785439981
2090,,,,,2022,2973.6709780944843
2110,,,,,2022,4323.295391948436
2130,,,,,2022,3712.0769171817296
2164,,,,,2022,3712.567785439981
2185,,,,,2022,3712.567785439981
2240,,,,,2022,2973.6709780944843
2290,,,,,2022,2973.6709780944843
4003,,,,,2022,2501.9744766238587
4005,,,,,2022,5824.169751248584
4007,,,,,2022,3825.636814480437
4009,,,,,2022,2675.1617214138737
4013,,,,,2022,4761.619929267053
4015,,,,,2022,3600.8853263772457
4017,,,,,2022,3840.513465364594
4019,,,,,2022,3430.1278963739433
4021,,,,,2022,3430.1278963739433
4023,,,,,2022,2621.7859140611854
4027,,,,,2022,2547.298362925505
5005,,,,,2022,2102.135685767192
5009,,,,,2022,1939.191117397397
5013,,,,,2022,1084.3567635778443
5019,,,,,2022,1408.605221840074
5027,,,,,2022,1533.1576572649726
5031,,,,,2022,1876.9977589836358
5055,,,,,2022,1766.8588009080872
5059,,,,,2022,1588.4246030022696
5063,,,,,2022,1574.3955546079712
5069,,,,,2022,965.0678238156827
5093,,,,,2022,1078.3418030418002
5103,,,,,2022,1084.3567635778443
5107,,,,,2022,602.8539335643387
5115,,,,,2022,1808.4467034257736
5119,,,,,2022,2083.762495997012
5123,,,,,2022,844.0298762827858
5131,,,,,2022,1786.0396846707047
5139,,,,,2022,1321.7221123715724
5143,,,,,2022,3168.83131379559
5145,,,,,2022,1730.9590531487825
6007,,,,,2022,4184.178456632211
6015,,,,,2022,3611.7787315121486
6019,,,,,2022,3854.742179239316
6023,,,,,2022,4942.196406625366
6025,,,,,2022,3110.3024841447955
6029,,,,,2022,3291.7268361854303
6031,,,,,2022,3275.3883462549375
6033,,,,,2022,3454.144203803753
6035,,,,,2022,2333.357760542764
6037,,,,,2022,8825.561703499197
6039,,,,,2022,3969.5954232041095
6045,,,,,2022,6036.7994095733775
6047,,,,,2022,4155.9405304013435
6053,,,,,2022,8075.956366609914
6055,,,,,2022,8908.52935354828
6057,,,,,2022,6539.290290654688
6065,,,,,2022,5621.133329556711
6067,,,,,2022,5993.57649602926
6073,,,,,2022,8580.090530221656
6075,,,,,2022,11788.983125893685
6077,,,,,2022,5493.480914267103
6079,,,,,2022,8195.021304680435
6081,,,,,2022,11788.983125893685
6083,,,,,2022,8916.133404140068
6085,,,,,2022,14713.799446683286
6087,,,,,2022,11491.477661123456
6089,,,,,2022,3758.5877490387156
6093,,,,,2022,3758.5877490387156
6095,,,,,2022,5996.82817262757
6097,,,,,2022,7901.2510356488465
6099,,,,,2022,4556.388005667248
6101,,,,,2022,4326.722892717781
6103,,,,,2022,3315.8187656953087
6107,,,,,2022,3340.3148617660268
6109,,,,,2022,4184.907414862838
6111,,,,,2022,8312.841356695062
8001,,,,,2022,5961.81521796328
8005,,,,,2022,5961.81521796328
8013,,,,,2022,7546.256569025911
8031,,,,,2022,5961.81521796328
8037,,,,,2022,11102.86624603377
8041,,,,,2022,4748.774364639577
8045,,,,,2022,8304.744934337248
8059,,,,,2022,5961.81521796328
8067,,,,,2022,6098.46238556044
8069,,,,,2022,5534.63694316981
8075,,,,,2022,2374.8449625425237
8077,,,,,2022,3868.500022288156
8081,,,,,2022,2579.1639151373447
8085,,,,,2022,4492.998919088072
8087,,,,,2022,3268.318550285477
8101,,,,,2022,2984.463560182351
8107,,,,,2022,10030.629632023181
8117,,,,,2022,10810.92781161133
8123,,,,,2022,5144.648699177599
9001,,,,,2022,5490.31047944144
9003,,,,,2022,3050.5362398041734
9005,,,,,2022,3350.261683608548
9009,,,,,2022,3159.305096036122
9011,,,,,2022,3254.0500152883005
10001,,,,,2022,3174.8889470857166
11001,,,,,2022,5374.590187413896
12001,,,,,2022,2847.367867257662
12005,,,,,2022,3500.272552136853
12009,,,,,2022,3591.8146018060415
12015,,,,,2022,3629.5993265468846
12021,,,,,2022,5806.263083230886
12023,,,,,2022,2467.3970037137483
12027,,,,,2022,2537.438665106705
12031,,,,,2022,3551.6940337644123
12033,,,,,2022,2972.344448302355
12049,,,,,2022,2016.424109655101
12051,,,,,2022,2472.8555454494117
12055,,,,,2022,2152.119801806268
12057,,,,,2022,3683.7668940772087
12061,,,,,2022,3710.720960934744
12071,,,,,2022,3854.5324040471296
12073,,,,,2022,2593.4498104004297
12083,,,,,2022,2733.177451249627
12086,,,,,2022,4330.9130792675605
12087,,,,,2022,9370.042459449633
12091,,,,,2022,4533.676079639548
12093,,,,,2022,2486.3817891186486
12095,,,,,2022,3778.671219083614
12105,,,,,2022,3067.455155860391
12107,,,,,2022,2129.7673229577345
12115,,,,,2022,4489.224768933654
12119,,,,,2022,4033.333636835849
12127,,,,,2022,3403.3043215982484
13009,,,,,2022,2093.097143879253
13017,,,,,2022,1167.754865609329
13021,,,,,2022,1760.4244841159275
13031,,,,,2022,2197.6024894539623
13051,,,,,2022,3005.370756476471
13055,,,,,2022,1717.7361040117903
13059,,,,,2022,3204.744057036454
13067,,,,,2022,3728.9072562661413
13069,,,,,2022,1444.0231394984266
13071,,,,,2022,1557.6916860006368
13073,,,,,2022,2204.642845816485
13081,,,,,2022,1303.574342709146
13087,,,,,2022,1605.90116274938
13089,,,,,2022,3728.9072562661413
13095,,,,,2022,1456.2487871003282
13115,,,,,2022,2102.172456640573
13121,,,,,2022,3728.9072562661413
13127,,,,,2022,2908.924833757113
13129,,,,,2022,2355.5426057259047
13137,,,,,2022,2687.8291886412126
13139,,,,,2022,3588.629229968021
13153,,,,,2022,2108.371427912336
13157,,,,,2022,3723.140333663034
13175,,,,,2022,1593.8094537849322
13179,,,,,2022,2121.663105818164
13185,,,,,2022,1872.7365315559798
13209,,,,,2022,1522.947487497799
13215,,,,,2022,1765.6204137856173
13217,,,,,2022,2102.172456640573
13233,,,,,2022,1956.958950591157
13245,,,,,2022,2204.642845816485
13257,,,,,2022,2063.0034933754655
13261,,,,,2022,1275.4717256378628
13275,,,,,2022,1913.6304563227088
13277,,,,,2022,1923.3382873178673
13279,,,,,2022,1522.947487497799
13293,,,,,2022,1542.39159478566
13299,,,,,2022,1522.46854296527
13305,,,,,2022,1821.8272636830704
13313,,,,,2022,2144.7924317880634
15001,,,,,2022,5609.1985067103615
15007,,,,,2022,9143.782279260571
15009,,,,,2022,9877.61045649972
16005,,,,,2022,3305.5015050764127
16011,,,,,2022,3755.804951140461
16013,,,,,2022,8949.984193064696
16017,,,,,2022,6550.408226187164
16019,,,,,2022,4146.581387981235
16031,,,,,2022,3045.879982852945
16039,,,,,2022,3433.492683765736
16057,,,,,2022,4354.7579752433785
16065,,,,,2022,4311.871695365589
16069,,,,,2022,3464.178802104502
16083,,,,,2022,3764.5036084218423
17001,,,,,2022,1775.3832008002853
17019,,,,,2022,1961.626895607404
17021,,,,,2022,1018.7514318108896
17029,,,,,2022,1236.144675788365
17031,,,,,2022,2987.5105870661255
17049,,,,,2022,2011.9405268891062
17077,,,,,2022,1348.99320874135
17081,,,,,2022,1261.5740083937794
17091,,,,,2022,1873.6660984896068
17095,,,,,2022,1014.2523336458507
17103,,,,,2022,1528.725667099198
17105,,,,,2022,1302.5446296995447
17107,,,,,2022,1218.6261118187947
17109,,,,,2022,983.6963099900604
17113,,,,,2022,2107.093490087148
17115,,,,,2022,1024.7247667179129
17121,,,,,2022,1077.6582944658962
17137,,,,,2022,1139.85483290085
17141,,,,,2022,1987.944687246976
17143,,,,,2022,1376.5200642458085
17167,,,,,2022,1629.252364885135
17177,,,,,2022,1257.7517783162384
17183,,,,,2022,866.8673216153427
17195,,,,,2022,1219.6921345331007
17201,,,,,2022,1622.0185381211447
18001,,,,,2022,1929.198005710265
18003,,,,,2022,2126.3851497528576
18005,,,,,2022,2333.915655188009
18017,,,,,2022,1380.7025739839928
18023,,,,,2022,1797.4435401444687
18027,,,,,2022,2009.6745613442802
18031,,,,,2022,2205.6910954144228
18033,,,,,2022,2023.860233965776
18035,,,,,2022,1336.868312932059
18037,,,,,2022,2046.8673331245702
18039,,,,,2022,2240.7796286267785
18041,,,,,2022,1267.6051203919953
18053,,,,,2022,1264.9739778767462
18057,,,,,2022,2664.8439464925455
18065,,,,,2022,1577.0383155505415
18067,,,,,2022,1538.1792729075325
18069,,,,,2022,1712.4162909524728
18071,,,,,2022,1952.6157769218157
18077,,,,,2022,1935.1681650143407
18079,,,,,2022,1869.5757757137008
18083,,,,,2022,1285.8713460518954
18085,,,,,2022,2490.8621367680885
18091,,,,,2022,2135.9780161386902
18093,,,,,2022,1831.8590911348965
18097,,,,,2022,2664.8439464925455
18099,,,,,2022,2187.325765030254
18103,,,,,2022,1298.6665985688508
18105,,,,,2022,2693.7611410328054
18107,,,,,2022,1913.6588432360002
18113,,,,,2022,2066.014506153805
18141,,,,,2022,1937.7485551532823
18151,,,,,2022,2758.4082976799405
18157,,,,,2022,2357.9448618802967
18163,,,,,2022,1870.1590592647312
18167,,,,,2022,1369.1764786407064
18169,,,,,2022,1541.658298401843
18177,,,,,2022,1363.1169496394627
19013,,,,,2022,1699.835548228524
19021,,,,,2022,1671.1645748620267
19033,,,,,2022,1758.958453124623
19041,,,,,2022,1719.8969960235697
19045,,,,,2022,1589.2794755749555
19057,,,,,2022,1370.0131284567367
19059,,,,,2022,3364.543070134265
19061,,,,,2022,2331.216572016599
19101,,,,,2022,1666.1964183450875
19103,,,,,2022,2620.6899328812074
19111,,,,,2022,1188.758093594067
19113,,,,,2022,2100.0725282255617
19123,,,,,2022,1649.0890023669233
19127,,,,,2022,1672.9824039941534
19139,,,,,2022,1764.8520001337208
19153,,,,,2022,2648.9816636537184
19163,,,,,2022,1744.4695252227693
19169,,,,,2022,2379.824052952646
19179,,,,,2022,1128.0509958355756
19193,,,,,2022,1932.8296135889448
20005,,,,,2022,1551.6194458635175
20009,,,,,2022,993.799478100338
20037,,,,,2022,1152.6701924156
20045,,,,,2022,2844.9388941629727
20051,,,,,2022,2102.0002237986832
20055,,,,,2022,2129.2096651798042
20057,,,,,2022,1628.9143140809265
20059,,,,,2022,2105.4692983660234
20099,,,,,2022,901.2464997146932
20111,,,,,2022,1672.5762426642164
20125,,,,,2022,887.1069677210237
20155,,,,,2022,1281.0291412336376
20161,,,,,2022,2247.3104939881887
20169,,,,,2022,1588.0711826703584
20173,,,,,2022,1880.8246825941428
20175,,,,,2022,1465.5596277653071
20177,,,,,2022,1822.393315277578
21009,,,,,2022,1711.126537775262
21021,,,,,2022,1811.1992393573676
21035,,,,,2022,1749.9850741338116
21059,,,,,2022,1740.9408422968672
21067,,,,,2022,2665.636669923615
21073,,,,,2022,2001.0310956058124
21083,,,,,2022,1309.6754370448505
21093,,,,,2022,2116.9757218309355
21107,,,,,2022,1240.6889053395364
21111,,,,,2022,2398.410078294586
21125,,,,,2022,1356.6884950355222
21145,,,,,2022,1346.7422310331146
21151,,,,,2022,2129.1042737415933
21161,,,,,2022,1348.4106493411941
21173,,,,,2022,1626.1177398697578
21179,,,,,2022,2221.968510740201
21199,,,,,2022,1719.8525389527829
21217,,,,,2022,1608.3991568169486
21227,,,,,2022,2303.4382761306015
22007,,,,,2022,1341.89551059129
22017,,,,,2022,1732.7909853075291
22019,,,,,2022,2159.6556411716347
22033,,,,,2022,2336.293243091741
22051,,,,,2022,2911.8478834912694
22055,,,,,2022,2071.433649153901
22061,,,,,2022,2138.0835634941454
22069,,,,,2022,1905.166619632321
22071,,,,,2022,2911.8478834912694
22073,,,,,2022,1582.6864759952718
22079,,,,,2022,1654.676836524092
22097,,,,,2022,1538.5578736376656
22105,,,,,2022,2399.227504015224
22109,,,,,2022,1981.4666515875451
22117,,,,,2022,1474.1287338759246
23001,,,,,2022,2784.2437844834617
23005,,,,,2022,4683.200403854402
23011,,,,,2022,2708.701783789417
23019,,,,,2022,2374.9125874680212
24001,,,,,2022,1452.6466279276342
24003,,,,,2022,3647.9014887125777
24005,,,,,2022,3647.9014887125777
24019,,,,,2022,2471.040214520856
24037,,,,,2022,3940.5060632385484
24041,,,,,2022,4480.610375076816
24043,,,,,2022,2812.1865179907527
24045,,,,,2022,4020.469610591036
24510,,,,,2022,3647.9014887125777
25003,,,,,2022,3337.3574606152433
25007,,,,,2022,13886.972712656838
25013,,,,,2022,3139.151797981951
25025,,,,,2022,6359.652254347486
25027,,,,,2022,3986.5240161070196
26007,,,,,2022,1640.8356896137498
26017,,,,,2022,1478.3065460490525
26021,,,,,2022,2459.074618326774
26023,,,,,2022,1939.491160461701
26025,,,,,2022,1626.6342459222456
26041,,,,,2022,1592.1219748576511
26043,,,,,2022,1544.6926364823858
26045,,,,,2022,2110.42388110136
26049,,,,,2022,1664.0556168259031
26055,,,,,2022,3613.9763331497456
26057,,,,,2022,1699.0760958052551
26059,,,,,2022,1912.7509699469583
26061,,,,,2022,1751.9492120183065
26065,,,,,2022,2110.42388110136
26073,,,,,2022,2118.3272634770888
26075,,,,,2022,1957.2966135769052
26077,,,,,2022,2447.777938362289
26081,,,,,2022,3050.3673869240492
26091,,,,,2022,2148.199356073325
26103,,,,,2022,2074.759115621387
26105,,,,,2022,2573.162040290108
26107,,,,,2022,2019.71571671854
26111,,,,,2022,2149.3021042897262
26115,,,,,2022,2301.8276678132415
26121,,,,,2022,2185.89367744078
26139,,,,,2022,2948.1552275177655
26145,,,,,2022,1361.0264582268564
26149,,,,,2022,1930.5436292238558
26161,,,,,2022,3743.943623327993
26163,,,,,2022,2336.613214761644
26165,,,,,2022,2054.728184100816
27003,,,,,2022,3713.7869596263445
27007,,,,,2022,2302.815096121783
27013,,,,,2022,2702.9080193484806
27015,,,,,2022,2027.967002704249
27035,,,,,2022,3161.3008255673153
27041,,,,,2022,3019.407065942478
27047,,,,,2022,1684.1690056180846
27049,,,,,2022,2983.352564013569
27053,,,,,2022,3713.7869596263445
27067,,,,,2022,2489.6539651401704
27083,,,,,2022,2029.6769323007427
27085,,,,,2022,2604.9120310045955
27099,,,,,2022,1765.487643978124
27103,,,,,2022,2702.9080193484806
27105,,,,,2022,2127.6098815133973
27109,,,,,2022,3082.4398137693233
27111,,,,,2022,2871.859232756162
27131,,,,,2022,3178.620343925226
27137,,,,,2022,2261.591728747803
27147,,,,,2022,2646.0222586526156
27169,,,,,2022,2363.189238970622
28001,,,,,2022,1479.1993455425568
28003,,,,,2022,1635.0858890245072
28011,,,,,2022,1225.8462403661285
28027,,,,,2022,709.5137049415725
28035,,,,,2022,1924.945504728962
28043,,,,,2022,1261.1462462912284
28047,,,,,2022,2049.9802481549523
28049,,,,,2022,1915.803706741438
28055,,,,,2022,947.5546901035444
28067,,,,,2022,1549.2900541620756
28071,,,,,2022,2970.4667500188975
28073,,,,,2022,1924.945504728962
28075,,,,,2022,1272.8648450826927
28081,,,,,2022,1730.6346323915088
28083,,,,,2022,1350.0702709649609
28085,,,,,2022,1750.2636842476759
28087,,,,,2022,1726.0260372770178
28105,,,,,2022,2273.2701760269665
28109,,,,,2022,1714.2760683616655
28133,,,,,2022,1176.5266658519513
28149,,,,,2022,1505.2898616997038
28151,,,,,2022,947.5546901035444
29001,,,,,2022,1677.8322866267802
29007,,,,,2022,1477.0477819655716
29019,,,,,2022,2745.659854235705
29023,,,,,2022,1400.9810589397166
29031,,,,,2022,2075.4013517665735
29047,,,,,2022,2832.631999389965
29051,,,,,2022,2262.4851878667287
29069,,,,,2022,967.2462463681284
29077,,,,,2022,2392.5003293945215
29091,,,,,2022,1878.2656583853
29095,,,,,2022,2832.631999389965
29097,,,,,2022,1941.0192563767164
29101,,,,,2022,2547.643581906214
29105,,,,,2022,2001.3829215604928
29127,,,,,2022,1739.7304913429007
29147,,,,,2022,2069.9317054891894
29159,,,,,2022,1555.9879779138748
29161,,,,,2022,1961.4440413274806
29165,,,,,2022,2832.631999389965
29169,,,,,2022,1873.7894802089036
29175,,,,,2022,1471.862793795488
29187,,,,,2022,1685.6480824988453
29195,,,,,2022,1579.039450297583
29201,,,,,2022,1503.6417692593425
29213,,,,,2022,2503.8415062171807
30013,,,,,2022,2741.4101646612953
30029,,,,,2022,6434.407876989975
30031,,,,,2022,6883.691749753575
30049,,,,,2022,4236.846530079879
30063,,,,,2022,5333.046837268825
30093,,,,,2022,2447.180643358866
30111,,,,,2022,3655.6978509892306
31001,,,,,2022,1863.7772551965272
31019,,,,,2022,2607.1245664157505
31047,,,,,2022,1881.323742634166
31053,,,,,2022,2087.5930424854087
31055,,,,,2022,2683.715527949636
31067,,,,,2022,1684.2072201790274
31079,,,,,2022,2253.7328131453696
31109,,,,,2022,2653.890454630536
31111,,,,,2022,1865.6024277497409
31119,,,,,2022,2197.3733400775927
31141,,,,,2022,2395.9685421386584
31153,,,,,2022,2683.715527949636
31157,,,,,2022,1661.9494869974753
32001,,,,,2022,3677.020675554045
32003,,,,,2022,4263.5094266931565
32005,,,,,2022,4654.900182098199
32007,,,,,2022,3304.622750457437
32013,,,,,2022,3010.469606655521
32019,,,,,2022,4157.38899997284
32023,,,,,2022,3535.1253386448157
32031,,,,,2022,5642.3991207527815
32510,,,,,2022,4654.900182098199
33001,,,,,2022,4235.066578284134
33005,,,,,2022,3103.626650037745
33007,,,,,2022,2190.6241475645734
33011,,,,,2022,4284.272957396046
33013,,,,,2022,3999.0448871522362
34001,,,,,2022,3017.114872596359
34009,,,,,2022,6762.470553334806
34011,,,,,2022,2231.2252315200053
34021,,,,,2022,3617.156904018815
35001,,,,,2022,3048.3814929515925
35005,,,,,2022,1788.1566802940201
35006,,,,,2022,1347.6030428321174
35009,,,,,2022,1640.100823057629
35013,,,,,2022,2535.083016343753
35015,,,,,2022,2434.5123356578824
35017,,,,,2022,2087.238657511841
35025,,,,,2022,2122.215319539431
35028,,,,,2022,4933.570042425397
35029,,,,,2022,1572.8111926638944
35031,,,,,2022,2075.1790282035595
35035,,,,,2022,1921.602165307412
35041,,,,,2022,1440.4083971578848
35045,,,,,2022,2285.193538889361
35047,,,,,2022,2329.074742893322
35049,,,,,2022,5283.560551505914
35055,,,,,2022,4959.535435900677
36001,,,,,2022,3058.162107382495
36007,,,,,2022,1552.3224833936283
36009,,,,,2022,1436.3646739470837
36011,,,,,2022,1885.7856576442866
36013,,,,,2022,1477.488943272759
36015,,,,,2022,1376.5984243846133
36019,,,,,2022,1908.802970130136
36021,,,,,2022,4099.418697966735
36023,,,,,2022,1673.3394958427318
36029,,,,,2022,2389.784055940557
36033,,,,,2022,1628.7033502062477
36035,,,,,2022,1851.343415214204
36037,,,,,2022,1882.6675025129482
36045,,,,,2022,1930.653829275017
36055,,,,,2022,2189.3238696102776
36057,,,,,2022,1791.290562683084
36061,,,,,2022,6172.417706141757
36065,,,,,2022,1839.4578286764715
36067,,,,,2022,1961.8172059910535
36077,,,,,2022,1842.192093889028
36089,,,,,2022,1256.1742548597203
36099,,,,,2022,1847.496754693721
36101,,,,,2022,1527.3084635081805
36109,,,,,2022,2986.3635758867226
36111,,,,,2022,3645.2934539233615
36113,,,,,2022,2646.5083878183623
37001,,,,,2022,2588.596758928921
37013,,,,,2022,2038.973220055883
37021,,,,,2022,3975.240068475864
37031,,,,,2022,4228.958293874804
37035,,,,,2022,2290.1249543468675
37045,,,,,2022,2025.003372654188
37049,,,,,2022,2159.130370966652
37051,,,,,2022,2100.659843233819
37055,,,,,2022,5598.80256343119
37063,,,,,2022,3923.5678075424808
37065,,,,,2022,1757.7925768429538
37081,,,,,2022,2303.163385699925
37083,,,,,2022,981.3953100454357
37099,,,,,2022,3646.7585613288607
37105,,,,,2022,2451.625271572951
37107,,,,,2022,1205.5910599628348
37111,,,,,2022,2408.31994866318
37119,,,,,2022,3672.8366727589046
37125,,,,,2022,3694.1493175804103
37127,,,,,2022,1757.7925768429538
37129,,,,,2022,3912.021891759713
37133,,,,,2022,2404.4450660969546
37139,,,,,2022,2261.466696507627
37147,,,,,2022,2111.6822331821195
37153,,,,,2022,1209.1483778062645
37155,,,,,2022,1179.4627525565022
37161,,,,,2022,2029.940925420381
37165,,,,,2022,1246.6006225603476
37167,,,,,2022,2624.270410615099
37171,,,,,2022,1994.576297207141
37175,,,,,2022,4078.9618591798708
37181,,,,,2022,1720.420980636498
37183,,,,,2022,4385.894379259597
37189,,,,,2022,4587.932789070103
37191,,,,,2022,1666.4497719808592
37193,,,,,2022,1835.8591148664332
37195,,,,,2022,1908.767073764345
38015,,,,,2022,3055.2959514623944
38017,,,,,2022,2972.6928820134067
38035,,,,,2022,2403.2018746123163
38077,,,,,2022,2052.034971969584
38089,,,,,2022,2692.0781977173874
38093,,,,,2022,2211.245512669124
38101,,,,,2022,2276.3081745318195
38105,,,,,2022,3224.895750183032
39003,,,,,2022,1558.3531452901145
39005,,,,,2022,1937.594702965112
39007,,,,,2022,1469.182444405378
39009,,,,,2022,1627.2551682556136
39011,,,,,2022,1942.8472471649918
39021,,,,,2022,2108.0717693954657
39023,,,,,2022,1597.3130142145874
39025,,,,,2022,2614.216716671484
39027,,,,,2022,2127.755796946757
39029,,,,,2022,1402.5191199449362
39031,,,,,2022,1532.4045496903498
39033,,,,,2022,1358.9773002079332
39035,,,,,2022,2052.394268015403
39037,,,,,2022,1735.852932225776
39039,,,,,2022,1559.8103800729018
39041,,,,,2022,2911.389261615236
39043,,,,,2022,1956.224755400845
39047,,,,,2022,2027.5673512131978
39049,,,,,2022,2911.389261615236
39059,,,,,2022,1444.4849694909446
39061,,,,,2022,2614.216716671484
39063,,,,,2022,2042.284633599996
39077,,,,,2022,1668.8655569955608
39079,,,,,2022,1382.6565553141875
39083,,,,,2022,2340.543775090437
39091,,,,,2022,2063.819809157967
39095,,,,,2022,1690.9145822653652
39099,,,,,2022,1394.9559589546677
39101,,,,,2022,1472.506836962432
39107,,,,,2022,2175.6600623319655
39119,,,,,2022,1756.7321909899065
39139,,,,,2022,1559.0731561041498
39141,,,,,2022,1728.3916200209874
39143,,,,,2022,1545.9848680160387
39145,,,,,2022,1120.723172022414
39147,,,,,2022,1508.5608799098443
39149,,,,,2022,1938.6264287281028
39151,,,,,2022,1738.0759095048365
39153,,,,,2022,1971.9698972766482
39157,,,,,2022,1805.5748264738838
39161,,,,,2022,1510.5864623881344
39167,,,,,2022,1658.5440209994954
40009,,,,,2022,1287.0461377914348
40013,,,,,2022,2132.0384809794805
40017,,,,,2022,2197.466074322824
40019,,,,,2022,1637.8403728614355
40021,,,,,2022,1840.6824595006672
40027,,,,,2022,2197.466074322824
40031,,,,,2022,1335.0155163135994
40037,,,,,2022,2210.3235777574287
40039,,,,,2022,1424.7715376880449
