FIPS,Year,Rent,Houseless_rate,Sheltered_rate,Unsheltered_rate,TOT_POP,TOT_MALE,TOT_FEMALE,TOT_WHITE,TOT_BLACK,TOT_NATIVE,TOT_ASIAN,TOT_PACIFIC,TOT_LATINX,FI Rate,Cost Per Meal,Num_wholesale,Num_restaraunts,Num_grocery,Total_workforce,Employed,Unemployed,Unemployment_rate,coc_number,State,County,State/County,Low Threshold Type,High Threshold Type,percent_male,percent_female,percent_white,percent_black,percent_native,percent_asian,percent_pacific,percent_latinx,percent_nonwhite,gender_ratio,prop_sheltered,prop_unsheltered,wholesale_per_capita,restaurants_per_capita,grocery_per_capita,grocery_to_restaurant_ratio,wholesale_to_restaurant_ratio,grocery_to_wholesale_ratio,employment_rate,unemployment_rate_calc,workforce_participation_rate,monthly_food_cost,food_to_rent_ratio,log_rent,log_cost_per_meal,log_total_workforce,majority_race,delta_FI_rate,delta_unemployment_rate,delta_rent,delta_cost_per_meal,STATE,FI_prev,Predicted FI Rate
17025,2023,,,,,,,,,,,,,,0.158,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.2,,,1.4996230464268938,,white,0.006,,,-0.3900000000000001,17,0.152,0.15665097804438222
17027,2023,,,,,,,,,,,,,,0.109,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.6,,,1.5129270120532563,,white,0.0079999999999999,,,-0.4100000000000001,17,0.101,0.1107224579455911
17029,2023,,,,,,,,,,,,,,0.165,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.79999999999995,,,1.463255402256019,,white,0.004,,,-0.4100000000000001,17,0.161,0.163321658849099
17031,2023,,,,,,,,,,,,,,0.14,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6,,,1.6174060820832772,,white,0.019,,,-0.4500000000000002,17,0.121,0.13947427067436802
17033,2023,,,,,,,,,,,,,,0.131,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.4,,,1.4724720573609429,,white,0.013,,,-0.2099999999999999,17,0.118,0.13179501442521457
17035,2023,,,,,,,,,,,,,,0.118,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.79999999999995,,,1.463255402256019,,white,0.0029999999999999,,,-0.4100000000000001,17,0.115,0.1192483861499144
17037,2023,,,,,,,,,,,,,,0.142,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.3,,,1.56234630490025,,white,0.0159999999999999,,,-0.48,17,0.126,0.1415932333651012
17039,2023,,,,,,,,,,,,,,0.124,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3,,,1.4973884086254776,,white,0.0069999999999999,,,-0.3999999999999999,17,0.117,0.12483271406846963
17041,2023,,,,,,,,,,,,,,0.115,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.79999999999995,,,1.463255402256019,,white,0.005,,,-0.4100000000000001,17,0.11,0.1165031583172168
17043,2023,,,,,,,,,,,,,,0.1,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.6,,,1.6370530794670737,,white,0.01,,,-0.4900000000000002,17,0.09,0.101543578766352
17045,2023,,,,,,,,,,,,,,0.143,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2,,,1.4539530095937054,,white,0.0089999999999999,,,-0.3600000000000003,17,0.134,0.14293698825845247
17047,2023,,,,,,,,,,,,,,0.162,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.9,,,1.4134230285081433,,white,0.018,,,-0.4100000000000001,17,0.144,0.16120075452796756
17049,2023,,,,,,,,,,,,,,0.124,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.2,,,1.4996230464268938,,white,0.0089999999999999,,,-0.3900000000000001,17,0.115,0.12489079289001104
17051,2023,,,,,,,,,,,,,,0.151,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.29999999999995,,,1.4747630091074988,,white,0.009,,,-0.3500000000000001,17,0.142,0.15033535607656823
17053,2023,,,,,,,,,,,,,,0.139,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.70000000000005,,,1.5325568680981427,,white,0.009,,,-0.4699999999999997,17,0.13,0.13873183823605106
17055,2023,,,,,,,,,,,,,,0.171,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2,,,1.4539530095937054,,white,0.005,,,-0.3600000000000003,17,0.166,0.16904207290409035
17057,2023,,,,,,,,,,,,,,0.138,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,1.5040773967762742,,white,0.006,,,-0.4300000000000001,17,0.132,0.13787029932316608
17059,2023,,,,,,,,,,,,,,0.172,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9,,,1.4609379041156565,,white,0.0019999999999999,,,-0.3199999999999998,17,0.17,0.16986296215074137
17061,2023,,,,,,,,,,,,,,0.147,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.1,,,1.4562867329399256,,white,0.0069999999999999,,,-0.3199999999999998,17,0.14,0.14662436284901836
17089,2023,,,,,,,,,,,,,,0.111,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.1,,,1.5665304114228238,,white,,,,,17,0.071,0.0573246667923394
17091,2023,,,,,,,,,,,,,,0.142,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.2,,,1.5216989981260935,,white,0.0079999999999999,,,-0.4100000000000001,17,0.134,0.1415958543437149
17093,2023,,,,,,,,,,,,,,0.086,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.79999999999995,,,1.5303947050936475,,white,0.0099999999999999,,,-0.4500000000000002,17,0.076,0.0891227474086368
17095,2023,,,,,,,,,,,,,,0.153,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.7,,,1.5107219394949427,,white,0.006,,,-0.4000000000000003,17,0.147,0.15190198716807612
17097,2023,,,,,,,,,,,,,,0.11,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.7999999999999,,,1.6134299337036375,,white,0.0109999999999999,,,-0.4800000000000004,17,0.099,0.11111481766431275
17099,2023,,,,,,,,,,,,,,0.142,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.9,,,1.5282278570085572,,white,0.0079999999999999,,,-0.4399999999999999,17,0.134,0.14154687959724688
17101,2023,,,,,,,,,,,,,,0.162,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.3,,,1.4516138272405332,,white,0.016,,,-0.3799999999999999,17,0.146,0.16097402803716132
17103,2023,,,,,,,,,,,,,,0.138,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.4,,,1.5173226235262949,,white,0.005,,,-0.3900000000000001,17,0.133,0.13778144108014068
17105,2023,,,,,,,,,,,,,,0.126,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,1.5260563034950494,,white,0.004,,,-0.3700000000000001,17,0.122,0.12646351058926253
17107,2023,,,,,,,,,,,,,,0.142,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.50000000000006,,,1.4929040961781488,,white,0.0149999999999999,,,-0.3299999999999996,17,0.127,0.14201478725516015
17109,2023,,,,,,,,,,,,,,0.159,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8,,,1.5085119938441398,,white,0.012,,,-0.4100000000000001,17,0.147,0.15772967951645256
17111,2023,,,,,,,,,,,,,,0.099,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.99999999999994,,,1.5686159179138452,,white,0.007,,,-0.4699999999999997,17,0.092,0.10097020407472346
17113,2023,,,,,,,,,,,,,,0.117,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.40000000000003,,,1.5390154481375546,,white,0.008,,,-0.4799999999999995,17,0.109,0.11804297679002074
17115,2023,,,,,,,,,,,,,,0.147,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3,,,1.4973884086254776,,white,0.0099999999999999,,,-0.3999999999999999,17,0.137,0.14648315854472604
17117,2023,,,,,,,,,,,,,,0.144,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.7,,,1.5107219394949427,,white,0.0089999999999999,,,-0.4100000000000001,17,0.135,0.14356344222840167
17119,2023,,,,,,,,,,,,,,0.128,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,1.5040773967762742,,white,0.008,,,-0.4599999999999999,17,0.12,0.1285536477536574
17121,2023,,,,,,,,,,,,,,0.157,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.8,,,1.4398351280479205,,white,0.006,,,-0.3499999999999996,17,0.151,0.1560269704351248
17123,2023,,,,,,,,,,,,,,0.136,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.1,,,1.6467336971777973,,white,0.007,,,-0.3299999999999992,17,0.129,0.13517359750680258
17125,2023,,,,,,,,,,,,,,0.146,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,1.5040773967762742,,white,0.005,,,-0.4300000000000001,17,0.141,0.14533359907458665
17127,2023,,,,,,,,,,,,,,0.151,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.29999999999995,,,1.4747630091074988,,white,0.008,,,-0.3599999999999999,17,0.143,0.15029835257232216
17129,2023,,,,,,,,,,,,,,0.125,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1,,,1.545432582458188,,white,0.0139999999999999,,,-0.4899999999999997,17,0.111,0.12569519403793705
17131,2023,,,,,,,,,,,,,,0.113,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.49999999999994,,,1.5151272329628591,,white,0.001,,,-0.4500000000000002,17,0.112,0.11421168373281032
17133,2023,,,,,,,,,,,,,,0.09,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.00000000000006,,,1.547562508716013,,white,0.0059999999999999,,,-0.3799999999999999,17,0.084,0.0926680159504415
17135,2023,,,,,,,,,,,,,,0.15,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8,,,1.4861396960896067,,white,0.008,,,-0.3900000000000001,17,0.142,0.14929121568973647
17137,2023,,,,,,,,,,,,,,0.141,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.5,,,1.4701758451005928,,white,0.0059999999999999,,,-0.3399999999999998,17,0.135,0.14089326359230359
17139,2023,,,,,,,,,,,,,,0.118,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9,,,1.4609379041156565,,white,0.0089999999999999,,,-0.3500000000000001,17,0.109,0.11948169746408632
17141,2023,,,,,,,,,,,,,,0.129,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.5,,,1.536867219599265,,white,0.009,,,-0.4099999999999997,17,0.12,0.12936121173084636
17143,2023,,,,,,,,,,,,,,0.145,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.70000000000005,,,1.5325568680981427,,white,0.0139999999999999,,,-0.4699999999999997,17,0.131,0.14451865461945512
17145,2023,,,,,,,,,,,,,,0.162,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.79999999999995,,,1.463255402256019,,white,0.005,,,-0.3000000000000002,17,0.157,0.16058832193909411
17147,2023,,,,,,,,,,,,,,0.099,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.70000000000005,,,1.5325568680981427,,white,0.001,,,-0.4699999999999997,17,0.098,0.10098726288626947
17149,2023,,,,,,,,,,,,,,0.15,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.29999999999995,,,1.4747630091074988,,white,0.0109999999999999,,,-0.3500000000000001,17,0.139,0.14946418542389261
17151,2023,,,,,,,,,,,,,,0.15,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9,,,1.4609379041156565,,white,-0.005,,,-0.3199999999999998,17,0.155,0.14901783038982586
17153,2023,,,,,,,,,,,,,,0.206,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.4,,,1.4724720573609429,,white,0.0219999999999999,,,-0.4300000000000001,17,0.184,0.2022788796113274
17155,2023,,,,,,,,,,,,,,0.129,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.7,,,1.5107219394949427,,white,0.009,,,-0.4000000000000003,17,0.12,0.1295120879138153
17157,2023,,,,,,,,,,,,,,0.143,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.79999999999995,,,1.463255402256019,,white,0.0099999999999999,,,-0.3700000000000001,17,0.133,0.14292090182317574
17159,2023,,,,,,,,,,,,,,0.142,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.3,,,1.4516138272405332,,white,0.0029999999999999,,,-0.3799999999999999,17,0.139,0.14180537964426188
17161,2023,,,,,,,,,,,,,,0.147,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.49999999999994,,,1.5151272329628591,,white,0.0149999999999999,,,-0.4500000000000002,17,0.132,0.14653166135453144
17163,2023,,,,,,,,,,,,,,0.135,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.09999999999997,,,1.5238800240724537,,white,0.018,,,-0.5099999999999998,17,0.117,0.13531298038924378
17165,2023,,,,,,,,,,,,,,0.173,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9,,,1.4609379041156565,,white,0.0039999999999999,,,-0.3199999999999998,17,0.169,0.17086584867808774
17167,2023,,,,,,,,,,,,,,0.133,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1,,,1.545432582458188,,white,0.013,,,-0.4899999999999997,17,0.12,0.13315849378935762
17169,2023,,,,,,,,,,,,,,0.165,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8,,,1.5085119938441398,,white,0.004,,,-0.4100000000000001,17,0.161,0.163088419307177
17171,2023,,,,,,,,,,,,,,0.13,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.5,,,1.4701758451005928,,white,0.005,,,-0.3399999999999998,17,0.125,0.13055302013351466
17173,2023,,,,,,,,,,,,,,0.129,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9,,,1.4609379041156565,,white,0.005,,,-0.3500000000000001,17,0.124,0.1296572960795367
17175,2023,,,,,,,,,,,,,,0.135,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.6,,,1.5129270120532563,,white,0.003,,,-0.3799999999999999,17,0.132,0.13493278004927356
17177,2023,,,,,,,,,,,,,,0.141,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.40000000000003,,,1.5390154481375546,,white,0.0079999999999999,,,-0.4699999999999997,17,0.133,0.14053573748586234
17179,2023,,,,,,,,,,,,,,0.118,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8,,,1.5085119938441398,,white,0.0069999999999999,,,-0.4100000000000001,17,0.111,0.11914686248266315
17181,2023,,,,,,,,,,,,,,0.173,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.9,,,1.506297153514587,,white,0.0059999999999999,,,-0.4100000000000001,17,0.167,0.17066249421784396
17183,2023,,,,,,,,,,,,,,0.155,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8,,,1.4861396960896067,,white,0.012,,,-0.4300000000000001,17,0.143,0.15409177637214932
17185,2023,,,,,,,,,,,,,,0.154,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.9,,,1.4134230285081433,,white,0.013,,,-0.4100000000000001,17,0.141,0.15353988096454108
17187,2023,,,,,,,,,,,,,,0.135,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.7,,,1.5107219394949427,,white,0.001,,,-0.4000000000000003,17,0.134,0.13487082770453973
17189,2023,,,,,,,,,,,,,,0.108,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.6,,,1.5129270120532563,,white,0.006,,,-0.4100000000000001,17,0.102,0.10971957141824429
17191,2023,,,,,,,,,,,,,,0.143,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8,,,1.4861396960896067,,white,0.0039999999999999,,,-0.3599999999999999,17,0.139,0.14261252329172336
17193,2023,,,,,,,,,,,,,,0.164,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.79999999999995,,,1.5303947050936475,,white,0.012,,,-0.2799999999999998,17,0.152,0.16234610247165937
17195,2023,,,,,,,,,,,,,,0.136,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.1,,,1.501852701754163,,white,0.01,,,-0.3899999999999997,17,0.126,0.13615617741188435
17197,2023,,,,,,,,,,,,,,0.099,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.6,,,1.556037135706985,,white,0.011,,,-0.4399999999999995,17,0.088,0.10119090209088843
17199,2023,,,,,,,,,,,,,,0.152,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.70000000000005,,,1.4883995840570443,,white,0.0119999999999999,,,-0.4299999999999997,17,0.14,0.15126900862516945
17201,2023,,,,,,,,,,,,,,0.158,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,1.5260563034950494,,white,0.013,,,-0.4700000000000002,17,0.145,0.1567040408318413
17203,2023,,,,,,,,,,,,,,0.103,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.1,,,1.6467336971777973,,white,0.0049999999999999,,,-0.3299999999999992,17,0.098,0.1041857960991045
18001,2023,,,,,,,,,,,,,,0.136,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.40000000000003,,,1.425515074273172,,white,0.011,,,-0.3399999999999998,18,0.125,0.1365830091534045
18003,2023,,,,,,,,,,,,,,0.143,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.90000000000003,,,1.483874689458755,,white,0.0129999999999999,,,-0.3599999999999999,18,0.13,0.14292053118518078
18005,2023,,,,,,,,,,,,,,0.148,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.29999999999995,,,1.4747630091074988,,white,0.0109999999999999,,,-0.3799999999999999,18,0.137,0.14757790463713627
18007,2023,,,,,,,,,,,,,,0.149,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.70000000000005,,,1.4883995840570443,,white,0.001,,,-0.3999999999999999,18,0.148,0.14810792780652704
18009,2023,,,,,,,,,,,,,,0.188,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9,,,1.43746264769429,,white,0.014,,,-0.3999999999999999,18,0.174,0.18532883226470964
18011,2023,,,,,,,,,,,,,,0.107,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.3,,,1.541159071680806,,white,0.0069999999999999,,,-0.3799999999999999,18,0.1,0.10866803482495013
18013,2023,,,,,,,,,,,,,,0.135,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.29999999999995,,,1.4747630091074988,,white,0.008,,,-0.3799999999999999,18,0.127,0.13529774606098977
18015,2023,,,,,,,,,,,,,,0.132,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.9,,,1.5496879080283263,,white,0.005,,,-0.27,18,0.127,0.13202251129602416
18017,2023,,,,,,,,,,,,,,0.158,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2,,,1.3812818192963463,,white,0.006,,,-0.4500000000000002,18,0.152,0.15717427689726537
18019,2023,,,,,,,,,,,,,,0.138,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.50000000000006,,,1.4929040961781488,,white,0.011,,,-0.3199999999999998,18,0.127,0.1381390315560237
18021,2023,,,,,,,,,,,,,,0.151,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2,,,1.4539530095937054,,white,0.009,,,-0.3200000000000003,18,0.142,0.15044951512085392
18023,2023,,,,,,,,,,,,,,0.13,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.50000000000006,,,1.3737155789130306,,white,0.005,,,-0.4099999999999997,18,0.125,0.13095054359322178
18025,2023,,,,,,,,,,,,,,0.192,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.00000000000006,,,1.4350845252893227,,white,0.009,,,-0.3399999999999998,18,0.183,0.18894762710269564
18027,2023,,,,,,,,,,,,,,0.142,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.9,,,1.4134230285081433,,white,0.0099999999999999,,,-0.3500000000000001,18,0.132,0.1422211981918754
18029,2023,,,,,,,,,,,,,,0.128,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.20000000000005,,,1.4770487243883548,,white,0.006,,,-0.33,18,0.122,0.1286815542929397
18031,2023,,,,,,,,,,,,,,0.135,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.7,,,1.4422019930581866,,white,0.006,,,-0.3199999999999998,18,0.129,0.13541361041542765
18033,2023,,,,,,,,,,,,,,0.136,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.4,,,1.4724720573609429,,white,0.009,,,-0.3400000000000003,18,0.127,0.1362954725380815
18035,2023,,,,,,,,,,,,,,0.178,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.6,,,1.4445632692438664,,white,0.0109999999999999,,,-0.3799999999999999,18,0.167,0.17583504477148304
18037,2023,,,,,,,,,,,,,,0.131,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.79999999999995,,,1.415853163361435,,white,0.009,,,-0.4399999999999999,18,0.122,0.13183375943471398
18039,2023,,,,,,,,,,,,,,0.145,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.5,,,1.4701758451005928,,white,0.0109999999999999,,,-0.4299999999999997,18,0.134,0.14476935197548169
18041,2023,,,,,,,,,,,,,,0.187,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.09999999999997,,,1.4085449700547104,,white,0.007,,,-0.3500000000000001,18,0.18,0.1843096258480389
18043,2023,,,,,,,,,,,,,,0.138,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.9,,,1.5282278570085572,,white,0.014,,,-0.3700000000000001,18,0.124,0.1380248607982567
18045,2023,,,,,,,,,,,,,,0.16,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.20000000000005,,,1.4770487243883548,,white,0.009,,,-0.4300000000000001,18,0.151,0.15872451072351212
18047,2023,,,,,,,,,,,,,,0.131,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.1,,,1.501852701754163,,white,0.012,,,-0.3299999999999996,18,0.119,0.1315613396126335
18049,2023,,,,,,,,,,,,,,0.152,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.5,,,1.4469189829363254,,white,0.0,,,-0.3500000000000001,18,0.152,0.1511112759192298
18051,2023,,,,,,,,,,,,,,0.143,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2,,,1.4060969884160703,,white,0.0099999999999999,,,-0.4100000000000001,18,0.133,0.14316511071899096
18053,2023,,,,,,,,,,,,,,0.183,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9,,,1.43746264769429,,white,0.011,,,-0.3999999999999999,18,0.172,0.18054490240865195
18055,2023,,,,,,,,,,,,,,0.169,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.4,,,1.3762440252663892,,white,0.004,,,-0.3900000000000001,18,0.165,0.16746002264220106
18057,2023,,,,,,,,,,,,,,0.101,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,,,1.5871923034867808,,white,0.009,,,-0.48,18,0.092,0.10278892300633113
18059,2023,,,,,,,,,,,,,,0.114,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,1.5040773967762742,,white,0.007,,,-0.3799999999999999,18,0.107,0.115434914809461
18061,2023,,,,,,,,,,,,,,0.128,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.00000000000006,,,1.4350845252893227,,white,0.004,,,-0.3399999999999998,18,0.124,0.12881315249865366
18063,2023,,,,,,,,,,,,,,0.107,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,1.5040773967762742,,white,0.0099999999999999,,,-0.31,18,0.097,0.10900302333443468
18065,2023,,,,,,,,,,,,,,0.164,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.90000000000003,,,1.483874689458755,,white,0.007,,,-0.3899999999999997,18,0.157,0.16238833415667153
18067,2023,,,,,,,,,,,,,,0.165,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.3,,,1.4516138272405332,,white,0.013,,,-0.3700000000000001,18,0.152,0.16369040143676938
18069,2023,,,,,,,,,,,,,,0.143,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.8,,,1.4398351280479205,,white,0.0049999999999999,,,-0.3399999999999998,18,0.138,0.1428797157418814
18071,2023,,,,,,,,,,,,,,0.146,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.79999999999995,,,1.415853163361435,,white,0.004,,,-0.3199999999999998,18,0.142,0.1457734378684793
18073,2023,,,,,,,,,,,,,,0.132,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.40000000000003,,,1.5390154481375546,,white,0.005,,,-0.4399999999999995,18,0.127,0.13201591687649505
18075,2023,,,,,,,,,,,,,,0.157,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.1,,,1.383791230901772,,white,0.006,,,-0.3799999999999999,18,0.151,0.1562557845762077
18077,2023,,,,,,,,,,,,,,0.162,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9,,,1.4609379041156565,,white,0.006,,,-0.3399999999999998,18,0.156,0.16061624305414568
18079,2023,,,,,,,,,,,,,,0.16,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.49999999999994,,,1.3987168811184478,,white,0.005,,,-0.33,18,0.155,0.158993511741221
18081,2023,,,,,,,,,,,,,,0.123,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.70000000000005,,,1.4883995840570443,,white,0.0079999999999999,,,-0.3799999999999999,18,0.115,0.12398383631807108
18083,2023,,,,,,,,,,,,,,0.167,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.7,,,1.4422019930581866,,white,0.013,,,-0.3799999999999999,18,0.154,0.1656045808629839
